ENSID,Gene,Chr,mBATcombo_SuSiEx_Start,mBATcombo_SuSiEx_End,SMR_Start,SMR_End,MDD_Start,MDD_End,mBAT_combo_EUR_N06A,mBAT_combo_EUR_N06AA,mBAT_combo_EUR_N06AB,SuSiEx,blood_trait_eSMR,blood_trait_mSMR,blood_trait_pSMR,brainmeta_trait_eSMR,brainmeta_trait_mSMR,brainmeta_trait_sSMR,MDD_GWAS_Nearest_gene,MDD_GWAS_Fine_mapping,MDD_GWAS_Expression,MDD_GWAS_Protein,MDD_GWAS_fastBAT,MDD_GWAS_HMAGMA,MDD_GWAS_PsyOPS
ENSG00000230174,LINC01149,6,NA,NA,NA,NA,31409444,31414750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230188,RP11-405L18.4,9,NA,NA,NA,NA,37490418,37490890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230204,FTH1P5,6,NA,NA,NA,NA,50880425,50880969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230205,RP11-631F7.2,6,NA,NA,NA,NA,148454945,148458540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000230214,FTLP18,1,NA,NA,NA,NA,37095936,37096458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230260,RP11-75C23.1,1,NA,NA,NA,NA,197407106,197416599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230262,LINC02603,9,NA,NA,NA,NA,96938884,96966850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000230313,HCG24,6,NA,NA,NA,NA,33112560,33115544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230316,FEZF1-AS1,7,NA,NA,NA,NA,121943712,121950131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230365,RP11-23D5.1,9,NA,NA,NA,NA,11275314,11276314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000230417,LINC00595,10,NA,NA,NA,NA,80008505,80434724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000230444,TFAMP1,7,NA,NA,NA,NA,1654226,1654961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000230449,RPL7P4,6,NA,NA,NA,NA,30664583,30665312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230451,RPS29P6,1,NA,NA,NA,NA,37796453,37796597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230454,U73166.2,3,NA,NA,NA,NA,50297735,50300790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230461,PROX1-AS1,1,NA,NA,NA,NA,213991094,214160973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000230598,OR2H4P,6,NA,NA,NA,NA,29183013,29183956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000230604,TSEN15P2,1,NA,NA,NA,NA,52325450,52325807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230622,UQCRHP1,6,NA,NA,NA,NA,31578860,31579133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000230627,RP1-155D22.1,6,NA,NA,NA,NA,164529652,164530726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000230671,NDUFS5P5,4,NA,NA,NA,NA,119321669,119321989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230690,AC013402.5,2,NA,NA,NA,NA,105275795,105281295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000230698,CTD-2330K9.2,3,NA,NA,NA,NA,49936735,49941190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230724,LINC01001,11,NA,NA,NA,NA,127115,139612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000230758,SNAP23P1,20,NA,NA,NA,NA,47654894,47655139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000230769,RP3-408N23.4,22,NA,NA,NA,NA,41184781,41185271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230773,AC079807.4,2,NA,NA,NA,NA,48168835,48468122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230782,RP11-508N12.2,9,NA,NA,NA,NA,109737114,109865269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230817,LINC01362,1,NA,NA,NA,NA,83368866,83632498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000230820,AC000362.1,7,NA,NA,NA,NA,126621021,126621832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230826,RP11-417B4.2,9,NA,NA,NA,NA,126498716,126514220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230828,RP11-492I2.1,1,NA,NA,NA,NA,50580609,50580954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000230882,AC005077.14,7,NA,NA,NA,NA,75700787,75704281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000230987,RP11-113I24.1,1,NA,NA,NA,NA,189958700,189962227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230994,FGFR3P1,6,NA,NA,NA,NA,31345196,31345796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231006,RPL7P32,7,NA,NA,NA,NA,108150677,108151420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000231010,RP6-109B7.2,22,NA,NA,NA,NA,46451620,46454040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000231020,RP11-357J22.1,1,NA,NA,NA,NA,176274808,176275231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231043,AC007238.1,2,NA,NA,NA,NA,58687427,58689167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000231074,HCG18,6,NA,NA,NA,NA,30255174,30294927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000231086,TSSK1A,22,NA,NA,NA,NA,19112392,19113159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231119,RP4-569M23.2,20,NA,NA,NA,NA,45981305,45983377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000231121,RP1-34H18.1,12,NA,NA,NA,NA,77718421,77966055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000231130,HLA-T,6,NA,NA,NA,NA,29864431,29865563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000231162,COX11P1,6,NA,NA,NA,NA,28414750,28415584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000231194,FARP1-AS1,13,NA,NA,NA,NA,99087659,99088094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231200,AC068490.2,2,NA,NA,NA,NA,22156208,22753977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000231208,ZBTB46-AS1,20,NA,NA,NA,NA,62439429,62447874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231226,TRIM31-AS1,6,NA,NA,NA,NA,30073017,30082501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231261,HMGN2P10,22,NA,NA,NA,NA,42105229,42105493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231301,RPL13AP,6,NA,NA,NA,NA,29550285,29550802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000231304,SGO1-AS1,3,NA,NA,NA,NA,20383960,20392420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231313,CLIC1P1,12,NA,NA,NA,NA,121352203,121352926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000231357,AC006028.11,7,NA,NA,NA,NA,2875255,2875656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000231364,LINC01712,1,NA,NA,NA,NA,83911736,83920454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000231389,HLA-DPA1,6,NA,NA,NA,NA,33032346,33048552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231398,RP11-375N9.2,10,NA,NA,NA,NA,99034769,99037854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231453,LINC01305,2,NA,NA,NA,NA,175190755,175195371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231460,RP11-321L2.1,9,NA,NA,NA,NA,23829668,23849912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231461,HLA-DPA2,6,NA,NA,NA,NA,33059530,33065072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231508,RPL34P20,10,NA,NA,NA,NA,99152954,99153304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231562,RPL7AP44,9,NA,NA,NA,NA,109741057,109741835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231609,EHBP1-AS1,2,NA,NA,NA,NA,63271057,63275775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231626,AC013402.4,2,NA,NA,NA,NA,105197279,105198348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000231662,RP11-686D16.1,6,NA,NA,NA,NA,19290550,19321252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231698,AP002856.5,11,NA,NA,NA,NA,131123317,131220812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231699,AC020550.7,2,NA,NA,NA,NA,198398527,198398689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231703,RP4-669H2.1,20,NA,NA,NA,NA,52014199,52029448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000231707,PABPC1P1,4,NA,NA,NA,NA,39975064,39975958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231711,LINC00899,22,NA,NA,NA,NA,46435787,46440733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000231723,CAPZBP1,2,NA,NA,NA,NA,104240088,104240288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231726,HMGN2P38,11,NA,NA,NA,NA,73291298,73291562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000231744,RP11-164H5.1,9,NA,NA,NA,NA,127360986,127361859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000231760,RP11-350J20.5,6,NA,NA,NA,NA,150117711,150119308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231764,DLX6-AS1,7,NA,NA,NA,NA,96584453,96643377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000231871,IPO9-AS1,1,NA,NA,NA,NA,201657387,201798687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000231880,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231901,RP11-281A20.1,9,NA,NA,NA,NA,120602600,120659534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231907,GAPDHP37,22,NA,NA,NA,NA,41069488,41070455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000231918,AC007682.1,2,NA,NA,NA,NA,51259739,52635055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231925,TAPBP,6,NA,NA,NA,NA,33267471,33282164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000231952,DPY19L1P2,7,NA,NA,NA,NA,32852369,32878182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231987,LINC01787,1,NA,NA,NA,NA,96719625,96839681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000231993,EP300-AS1,22,NA,NA,NA,NA,41570595,41593460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000232000,CLCN3P1,9,NA,NA,NA,NA,14987300,15146399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000232019,AC074183.4,7,NA,NA,NA,NA,84568665,84569561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232024,LSM12P1,8,NA,NA,NA,NA,35382694,35383281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000232040,ZBED9,6,NA,NA,NA,NA,28539407,28583989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232056,AC092687.4,2,NA,NA,NA,NA,10987703,10995081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232112,TMA7,3,48481667,48485616,NA,NA,48481667,48485616,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232120,RP11-349P19.1,6,NA,NA,NA,NA,65087688,65122672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000232125,DYTN,2,NA,NA,NA,NA,207516345,207583120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000232132,NDFIP2-AS1,13,NA,NA,NA,NA,80051499,80055366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232139,LINC00867,10,NA,NA,NA,NA,120116620,120124615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232173,OR2H5P,6,NA,NA,NA,NA,29541686,29542613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000232174,CTB-164L20.1,5,NA,NA,NA,NA,137956018,137956653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232184,RP11-370K11.1,1,NA,NA,NA,NA,243866159,243904123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232192,KIF26B-AS1,1,NA,NA,NA,NA,245369746,245397803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000232203,SLC25A6P2,9,NA,NA,NA,NA,31253899,31254775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232241,DYNLT3P1,20,NA,NA,NA,NA,17459730,17460076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232285,ELOBP3,2,NA,NA,NA,NA,49007741,49008034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232292,ALDH7A1P2,2,NA,NA,NA,NA,173758491,173759111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232294,RP4-715N11.2,20,NA,NA,NA,NA,51288456,51307468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232299,RP1-105O18.1,6,NA,NA,NA,NA,112797740,112802838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232320,MXRA7P1,2,NA,NA,NA,NA,162197325,162197837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232337,AC009313.2,2,NA,NA,NA,NA,161905117,161907057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000232352,SEMA3B-AS1,3,NA,NA,NA,NA,50304073,50304803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232380,ZDHHC20P4,13,NA,NA,NA,NA,69559190,69560196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232403,RPL27P5,2,NA,NA,NA,NA,63335253,63335564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232437,RPS26P42,10,NA,NA,NA,NA,76884975,76885620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232451,AC016768.1,2,NA,NA,NA,NA,23240997,23421927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000232463,RP11-195C7.2,1,NA,NA,NA,NA,176200336,176200966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232465,RP5-1022J11.2,20,NA,NA,NA,NA,51104461,51117130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232494,RP11-403N16.2,9,NA,NA,NA,NA,82489611,82501593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232597,AC013727.1,2,NA,NA,NA,NA,104473428,104496667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000232605,HMGN2P11,7,NA,NA,NA,NA,84505870,84506272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232608,TIMM9P2,21,NA,NA,NA,NA,40588550,40589432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232629,HLA-DQB2,6,32723875,32731309,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000232631,MTND2P23,2,NA,NA,NA,NA,212641931,212642581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232710,RP4-669P10.16,22,NA,NA,NA,NA,42532442,42535938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232729,GTF2I-AS1,7,NA,NA,NA,NA,74103273,74143339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232754,RP1-85F18.6,22,NA,NA,NA,NA,41565194,41579148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232767,HSPA12A-AS1,10,NA,NA,NA,NA,118429614,118432250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232799,CRYGFP,2,NA,NA,NA,NA,210009965,210012411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232810,TNF,6,31543342,31546113,NA,NA,31543344,31546113,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000232824,PRR13P1,1,NA,NA,NA,NA,198166909,198167316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232830,FAM136CP,3,NA,NA,NA,NA,101133072,101133477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232846,SLC25A6P3,1,NA,NA,NA,NA,52174734,52175612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232874,LINC02924,3,NA,NA,NA,NA,193848405,193848990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000232912,RERE-AS1,1,NA,NA,NA,NA,8484705,8494898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
ENSG00000232920,LINC01400,9,NA,NA,NA,NA,37073528,37075789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
